"spee",    11.1,  11.3
"ener",     5.5,   5.1
"fuel",    23.6,   9.0
"idle",     3.5,   6.0
"afte",     1.0,   4.1
"mil",      9.5,   3.0
"gunk",    17.8,  22.8
"out",     19.0,   5.0
"star",    12.5,  10.1
"gunr",     0.0,  10.5
"roll",     7.5,   4.2
"alti",    16.0,   0.5
"offe",     2.5,  14.0
